entity_name,name_variants,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,state_count,restaurant_phone,sample_address,apollo_company,apollo_email,apollo_linkedin,apollo_title,ny_match_count,ny_first_result_name,ny_entity_number,ny_status,ny_entity_type,ny_formation_date,ny_jurisdiction,ny_agent_name,ny_agent_type,ny_agent_is_individual,ny_agent_address,ny_principal_address,ny_mailing_address,ny_statement_due_date,ny_inactive_date,ny_agent_address_matches_principal,ny_likely_owner_name,ny_operator_pattern,ny_multi_entity_operator,ny_query_used,ny_query_attempts,ny_name_similarity,ny_score,ny_alternates,ny_fetched_at,ny_error,ny_county,ny_ceo_name,ny_ceo_address,ny_dos_process_name,ny_location_address
Di-Hop Corp.,,1,IHOP,1,No,NY,NY,1,(631) 321-0953,651 Montauk Highway,,,,,1,DI-HOP CORP.,402712,Active,DOMESTIC BUSINESS CORPORATION,06/17/1976,New York,DI-HOP CORP.,,False,"31 OAK ST, STE 1, PATCHOGUE, NY, 11772","31 OAK ST, STE 1, PATCHOGUE, NY, 11772",,,,True,DOMINICK CONTI,owner_operator,True,Di-Hop Corp.,Di-Hop Corp.,1.000,200.00,,2026-05-06T18:37:24.483300+00:00,,Suffolk,DOMINICK CONTI,"DOMINICK CONTI, STE 1, PATCHOGUE, NY, 11772",DI-HOP CORP.,"31 OAK ST, STE 1, PATCHOGUE, NY, 11772"
Bay Shore Food Corp.,,1,IHOP,1,No,NY,NY,1,(631) 968-6187,Shore Mall,,,,,1,BAY SHORE FOOD CORP.,1698430,Active,DOMESTIC BUSINESS CORPORATION,01/28/1993,New York,BAY SHORE FOOD CORP.,,False,"31 OAK ST, STE 1, PATCHOGUE, NY, 11772","31 OAK ST, STE 1, PATCHOGUE, NY, 11772",,,,True,DOMINICK CONTI,owner_operator,True,Bay Shore Food Corp.,Bay Shore Food Corp. | bay shore,1.000,200.00,"[{""name"": ""BAY SHORE INC."", ""num"": ""4546859"", ""score"": 166.67}]",2026-05-06T18:37:24.483300+00:00,,Suffolk,DOMINICK CONTI,"DOMINICK CONTI, STE 1, PATCHOGUE, NY, 11772",BAY SHORE FOOD CORP.,"31 OAK ST, STE 1, PATCHOGUE, NY, 11772"
"Ozerovsky'S Family Enterprise, Inc.",,1,IHOP,1,No,NY,NY,1,(914) 395-1111,2620 Central Park Avenue,,,,,1,"OZEROVSKY'S FAMILY ENTERPRISE, INC.",3952120,Active,FOREIGN BUSINESS CORPORATION,05/20/2010,New Jersey,"OZEROVSKY'S FAMILY ENTERPRISE, INC.",,False,"2620 CENTRAL PARK AVE, YONKERS, NY, 10701","2620 CENTRAL PARK AVE, YONKERS, NY, 10701",,,,True,,out_of_state_holdco,False,"Ozerovsky'S Family Enterprise, Inc.","Ozerovsky'S Family Enterprise, Inc.",1.000,170.00,,2026-05-06T18:37:24.483300+00:00,,Westchester,,,"OZEROVSKY'S FAMILY ENTERPRISE, INC.",
"Bren-Hop, Corp.",,1,IHOP,1,No,NY,NY,1,(516) 536-0527,2971 Long Beach Road,,,,,1,BREN-HOP CORP.,403468,Active,DOMESTIC BUSINESS CORPORATION,06/25/1976,New York,THEODORE YAGNISIS,,False,"4740 SOUTH OCEAN BLVD, 801, 2971 LONG BEACH RD, HIGHLAND BEACH, FL, 33487","4740 SOUTH OCEAN BLVD, APT 801, HIGHLAND BEACH, FL, 33487","4740 SOUTH OCEAN BLVD, 801, 2971 LONG BEACH RD, HIGHLAND BEACH, FL, 33487",,,True,THEODORE YAGNISIS,owner_operator,False,"Bren-Hop, Corp.","Bren-Hop, Corp.",1.000,200.00,,2026-05-06T18:37:24.484300+00:00,,Nassau,THEODORE YAGNISIS,"THEODORE YAGNISIS, 2971 LONG BEACH RD, OCEANSIDE, NY, 11572",THEODORE YAGNISIS,"4740 SOUTH OCEAN BLVD, APT 801, HIGHLAND BEACH, FL, 33487"
"Richie'S H.O.P., Inc.",,1,IHOP,1,No,NY,NY,1,(718) 978-6689,25402 Rockaway Blvd,,,,,1,"RICHIE'S H.O.P., INC.",1414267,Active,DOMESTIC BUSINESS CORPORATION,01/16/1990,New York,"RICHIE'S H.O.P., INC.",,False,"254-02 ROCKAWAY BOULEVARD, ROSEDALE, NY, 11422","254-02 ROCKAWAY BLVD, ROSEDALE, NY, 11422","254-02 ROCKAWAY BOULEVARD, ROSEDALE, NY, 11422",,,True,BERNARDO DE JESUS,owner_operator,False,"Richie'S H.O.P., Inc.","Richie'S H.O.P., Inc. | richie s",1.000,200.00,"[{""name"": ""RICHIE'S INC"", ""num"": ""5440047"", ""score"": 140.0}]",2026-05-06T18:37:24.484300+00:00,,Queens,BERNARDO DE JESUS,"BERNARDO DE JESUS, VALLEY STREAM, NY, 11580","RICHIE'S H.O.P., INC.","254-02 ROCKAWAY BLVD, ROSEDALE, NY, 11422"
"Mike'S Hop, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 257-4467,11000 Flatlands Avenue,,,,,1,"MIKE'S HOP, INC.",3710028,Active,DOMESTIC BUSINESS CORPORATION,08/18/2008,New York,"MIKE'S HOP, INC.",,False,"FIVE CHERRY GROVE COURT, VALLEY STREAM, NY, 11581","5 CHERRY GROVE CT, VALLEY STREAM, NY, 11581","FIVE CHERRY GROVE COURT, VALLEY STREAM, NY, 11581",,,True,DE JESUS BERHARDO,owner_operator,False,"Mike'S Hop, Inc.","Mike'S Hop, Inc. | mike s",1.000,200.00,"[{""name"": ""MIKE S CORP."", ""num"": ""6450399"", ""score"": 166.67}]",2026-05-06T18:37:24.484300+00:00,,Kings,DE JESUS BERHARDO,"DE JESUS BERHARDO, VALLEY STREAM, NY, 11581","MIKE'S HOP, INC.","5 CHERRY GROVE CT, VALLEY STREAM, NY, 11581"
Trihop 14Th Street Llc,,1,IHOP,1,No,NY,NY,1,(212) 388-1499,235-237 E. 14th Street,,,,,1,TRIHOP 14TH STREET LLC,4032403,Active,DOMESTIC LIMITED LIABILITY COMPANY,12/17/2010,New York,CORPORATION SERVICE COMPANY,,False,"80 STATE STreet, ALBANY, NEW YORK, 122072543","80 STATE STREET, ALBANY, NY, 12207",,,,False,,service_agent,True,Trihop 14Th Street Llc,Trihop 14Th Street Llc,1.000,200.00,,2026-05-06T18:37:24.484300+00:00,,New York,,,C/O CORPORATION SERVICE COMPANY,
"Forty Six Nineteen Company, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 251-2262,2101 Ralph Avenue,,,,,1,"FORTY SIX NINETEEN COMPANY, INC.",1762355,Active,FOREIGN BUSINESS CORPORATION,10/06/1993,Nevada,ROBERT W. KEY,,False,"2101 RALPH AVENUE, BROOKLYN, NEW YORK, 11234","2804 GATEWAY OAKS DRIVE, SUITE 100, SACRAMENTO, CA, 95833",,,,False,RICHARD SANDNES,out_of_state_holdco,True,"Forty Six Nineteen Company, Inc.","Forty Six Nineteen Company, Inc.",1.000,170.00,,2026-05-06T18:37:24.484300+00:00,,Kings,RICHARD SANDNES,"RICHARD SANDNES, SUITE 200, VALENCIA, CA, 91355",C/O PARACORP INCORPORATED,
"Bronx Pancakes, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 325-6664,4340 Boston Post Road,,,,,1,"BRONX PANCAKES, INC.",5448063,Active,FOREIGN BUSINESS CORPORATION,11/26/2018,Nevada,PARACORP INCORPORATED,,False,"2804 GATEWAY OAKS DRIVE #100, SACRAMENTO, CA, 95833","2804 GATEWAY OAKS DRIVE #100, SACRAMENTO, CA, 95833",,,,True,MARK JUSTICE,out_of_state_holdco,True,"Bronx Pancakes, Inc.","Bronx Pancakes, Inc.",1.000,170.00,,2026-05-06T18:37:24.484300+00:00,,Bronx,MARK JUSTICE,"MARK JUSTICE, STE 200, VALENCIA, CA, 91355",PARACORP INCORPORATED,
"Kimcnefood, Llc",,1,IHOP,1,No,NY,NY,1,(718) 353-5576,155-17 Northern Blvd,,,,,1,"KIMCNEFOOD, LLC",4598753,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/26/2014,New York,WON CHONG KIM,Individual,True,"155-17 NORTHERN BLVD., FLUSHING, NEW YORK, 11354","1550 LEMOINE AVENUE, SUITE 211, FORT LEE, NJ, 07024",,,,False,,individual_agent_offsite,False,"Kimcnefood, Llc","Kimcnefood, Llc",1.000,200.00,,2026-05-06T18:37:24.484300+00:00,,Queens,,,"KIMCNEFOOD, LLC",
Us Restaurants Inc,,1,IHOP,1,No,NY,NY,1,718 713 2912,243-247 East 149th Street,,,,,1,US RESTAURANTS INC,5650345,Active,DOMESTIC BUSINESS CORPORATION,11/05/2019,New York,KAMAL RAZA,Individual,True,"228 PULASKI RD, KINGS PARK, NY, 11754","228 PULASKI RD, KINGS PARK, NY, 11754",,,,True,KAMAL RAZA,owner_operator,True,Us Restaurants Inc,Us Restaurants Inc,1.000,200.00,,2026-05-06T18:37:24.484300+00:00,,Suffolk,,,KAMAL RAZA,
Fast Casual Restaurants Inc.,,1,IHOP,1,No,NY,NY,1,(347) 676-5020,134-60 Springfield Blvd,,,,,1,FAST CASUAL RESTAURANTS INC,5825437,Active,DOMESTIC BUSINESS CORPORATION,09/01/2020,New York,KAMAL RAZA,Individual,True,"247 EAST 149TH STREET, BRONX, NY, 10451","247 EAST 149TH STREET, BRONX, NY, 10451",,,,True,KAMAL RAZA,owner_operator,True,Fast Casual Restaurants Inc.,Fast Casual Restaurants Inc.,1.000,200.00,,2026-05-06T18:37:24.485300+00:00,,Bronx,,,KAMAL RAZA,
Mr Cakes Llc,,1,IHOP,1,No,NY,NY,1,(716) 446-1117,4003 Maple Rd,,,,,1,MR CAKES LLC,6571582,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/25/2022,New York,MR CAKES LLC,,False,"4150 Harris Hill Road, Clarence, NY, 14221","4150 Harris Hill Road, Clarence, NY, 14221",,,,True,,service_agent,False,Mr Cakes Llc,Mr Cakes Llc,1.000,200.00,,2026-05-06T18:37:24.485300+00:00,,Erie,,,MR CAKES LLC,
"Cross Bronx Full Circle, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 860-4467,"961 East 174th Street, #6",,,,,1,"CROSS BRONX FULL CIRCLE, INC.",3717679,Active,DOMESTIC BUSINESS CORPORATION,09/08/2008,New York,"CROSS BRONX FULL CIRCLE, INC.",,False,"1070 ESPLANADE, PELHAM MANOR, NY, 10803","1070 ESPLANADE, PELHAM MANOR, NY, 10803",,,,True,DOMENICO BROCCOLI,owner_operator,True,"Cross Bronx Full Circle, Inc.","Cross Bronx Full Circle, Inc.",1.000,200.00,,2026-05-06T18:37:24.485300+00:00,,Bronx,DOMENICO BROCCOLI,"DOMENICO BROCCOLI, PELHAM MANOR, NY, 10803","CROSS BRONX FULL CIRCLE, INC.","1070 ESPLANADE, PELHAM MANOR, NY, 10803"
"Dm2Pancakes, Inc.",,1,IHOP,1,No,NY,NY,1,(718) 549-4565,5645 Broadway,,,,,1,"DM2PANCAKES, INC.",5578354,Active,DOMESTIC BUSINESS CORPORATION,06/27/2019,New York,NYSCORPORATION.COM,Individual,True,"1971 WESTERN AVE, #1121, ALBANY, NEW YORK, 12203","1070 ESPLANADE, PELHAM, NY, 10803",,,,False,,individual_agent_offsite,False,"Dm2Pancakes, Inc.","Dm2Pancakes, Inc.",1.000,200.00,,2026-05-06T18:37:24.485300+00:00,,Westchester,,,"DM2PANCAKES, INC.",
Fordham Flapjacks Inc.,,1,IHOP,1,No,NY,NY,1,718-295-4467,410 E 189th St,,,,,1,FORDHAM FLAPJACKS INC.,7469739,Active,DOMESTIC BUSINESS CORPORATION,11/21/2024,New York,NYSCORPORATION.COM,Individual,True,"1971 WESTERN AVE, #1121, ALBANY, NEW YORK, 12203","1136 ROUTE 9, WAPPINGERS FALLS, NY, 12590",,,,False,,individual_agent_offsite,False,Fordham Flapjacks Inc.,Fordham Flapjacks Inc.,1.000,200.00,,2026-05-06T18:37:24.485300+00:00,,Bronx,,,FORDHAM FLAPJACKS INC.,
817 Allerton Incorporated,,1,IHOP,1,No,NY,NY,1,(718) 515-0161,817 Allerton Avenue,,,,,1,817 ALLERTON INCORPORATED,3471848,Active,DOMESTIC BUSINESS CORPORATION,02/02/2007,New York,817 ALLERTON INCORPORATED,,False,"817 ALLERTON AVENUE, BRONX, NY, 10467","817 ALLERTON AVE, BRONX, NY, 10467","817 ALLERTON AVENUE, BRONX, NY, 10467",,,True,DOMENICO BROCCOLI,owner_operator,True,817 Allerton Incorporated,817 Allerton Incorporated,1.000,200.00,,2026-05-06T18:37:24.485300+00:00,,Bronx,DOMENICO BROCCOLI,"DOMENICO BROCCOLI, BRONX, NY, 10467",817 ALLERTON INCORPORATED,"817 ALLERTON AVE, BRONX, NY, 10467"
"Broccoli, Domenico",,1,IHOP,1,No,NY,NY,1,(718) 823-4467,1001 White Plains Road,,,,,0,,,,,,,,,,,,,,,,,,,"Broccoli, Domenico","Broccoli, Domenico",,,,2026-05-06T18:37:24.485300+00:00,,,,,,
Pancakes Of Coney Island Llc,,1,IHOP,1,No,NY,NY,1,(718) 676-7220,1019 Surf Ave,,,,,1,PANCAKES OF CONEY ISLAND LLC,4610734,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/23/2014,New York,PANCAKES OF CONEY ISLAND LLC,,False,"1019 SURF AVENUE, BROOKLYN, NY, 11224","1019 SURF AVENUE, BROOKLYN, NY, 11224",,,,True,,service_agent,False,Pancakes Of Coney Island Llc,Pancakes Of Coney Island Llc,1.000,200.00,,2026-05-06T18:37:24.485300+00:00,,Kings,,,PANCAKES OF CONEY ISLAND LLC,
"Faculty-Student Association Of State University Of New York At Buffalo, Inc.",,1,Jamba,1,No,NEW YORK,NEW YORK,1,7166453053,Student Union Bldg - N Campus,,,,,1,"FACULTY-STUDENT ASSOCIATION OF STATE UNIVERSITY OF NEW YORK AT BUFFALO, INC.",150210,Active,DOMESTIC NOT-FOR-PROFIT CORPORATION,08/28/1962,New York,FACULTY-STUDENT ASSOCIATION OF STATE UNIVERSITY OF NEW YORK,Individual,True,"1807 ELMWOOD AVE, BUFFALO, NEW YORK, 14207","FARGO QUAD, SUITE 146, UNIVERSITY AT BUFFALO, BUFFALO, NY, 142610050",,,,False,,individual_agent_offsite,False,"Faculty-Student Association Of State University Of New York At Buffalo, Inc.","Faculty-Student Association Of State University Of New York At Buffalo, Inc.",1.000,200.00,,2026-05-06T18:37:24.485300+00:00,,Erie,,,"FACULTY-STUDENT ASSOCIATION OF STATE UNIVERSITY OF NEW YORK AT BUFFALO, INC.",
"Jj Roosevelt, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,516.747.0140,630 Old Country Road,,,,,1,JJ ROOSEVELT LLC,3979974,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/02/2010,New York,JJ ROOSEVELT LLC,,False,"630 OLD COUNTRY RD, SUITE 1612, GARDEN CITY, NY, 11530","630 OLD COUNTRY RD, SUITE 1612, GARDEN CITY, NY, 11530",,,,True,,service_agent,False,"Jj Roosevelt, Llc","Jj Roosevelt, Llc",1.000,200.00,,2026-05-06T18:37:24.486300+00:00,,New York,,,JJ ROOSEVELT LLC,
"Air Ventures Lga, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,(917) 280-4451,"JFK Airport - JFK & VanWyck, Jet Blue Term. Space 36CC",,,,,1,"AIR VENTURES LGA, LLC",3975577,Active,DOMESTIC LIMITED LIABILITY COMPANY,07/22/2010,New York,C T CORPORATION SYSTEM,Individual,True,"28 LIBERTY ST., NEW YORK, NEW YORK, 10005","28 LIBERTY ST., NEW YORK, NY, 10005",,,,True,C T CORPORATION SYSTEM,owner_operator,False,"Air Ventures Lga, Llc","Air Ventures Lga, Llc",1.000,200.00,,2026-05-06T18:37:24.486300+00:00,,New York,,,C T CORPORATION SYSTEM,
"Ssp America, Inc.",,1,Jamba,1,No,NEW YORK,NEW YORK,1,(917) 280-4451,"JFK International Airport, Terminal 4 Loading Dock",,,,,1,"SSP AMERICA, INC.",2343867,Active,FOREIGN BUSINESS CORPORATION,02/09/1999,California,C T CORPORATION SYSTEM,,False,"28 LIBERTY ST., NEW YORK, NEW YORK, 10005","28 LIBERTY STREET, NEW YORK, NY, 10005",,,,True,MICHAEL SVAGDIS,out_of_state_holdco,True,"Ssp America, Inc.","Ssp America, Inc.",1.000,170.00,,2026-05-06T18:37:24.486300+00:00,,Queens,MICHAEL SVAGDIS,"MICHAEL SVAGDIS, SUITE 300, ASHBURN, VA, 20147","SSP AMERICA, INC.",
"Smoothie 1224, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,212-247-4611,"30 Rockefeller Plaza, Space SM02, Concourse level",,,,,1,SMOOTHIE 1224 LLC,4243812,Active,DOMESTIC LIMITED LIABILITY COMPANY,05/10/2012,New York,JASON WEINDORF,Individual,True,"6080 JERICHO TURNPIKE, STE 306, COMMACK, NEW YORK, 11725","39-46 65TH PLACE, WOODSIDE, NY, 11377",,,,False,,individual_agent_offsite,False,"Smoothie 1224, Llc","Smoothie 1224, Llc",1.000,200.00,,2026-05-06T18:37:24.486300+00:00,,Queens,,,SMOOTHIE 1224 LLC,
Jj Port Llc,,1,Jamba,1,No,NEW YORK,NEW YORK,1,(212) 273-1165,"625 8th Ave, Main Concourse South Wing",,,,,1,JJ PORT LLC,4686158,Active,DOMESTIC LIMITED LIABILITY COMPANY,12/30/2014,New York,ALTAF ISANI,Individual,True,"525 WASHINGTON BLVD,, SUITE 2440, JERSEY CITY, NJ, 07310","525 WASHINGTON BLVD,, SUITE 2440, JERSEY CITY, NJ, 07310",,,,True,ALTAF ISANI,owner_operator,False,Jj Port Llc,Jj Port Llc,1.000,200.00,,2026-05-06T18:37:24.486300+00:00,,New York,,,ALTAF ISANI,
"Global Food Concepts, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,212-695-2602,"1 Penn Station, Amtrak Level",,,,,1,GLOBAL FOOD CONCEPTS LLC,5008398,Active,DOMESTIC LIMITED LIABILITY COMPANY,09/14/2016,New York,ZAHRA ISANI,Individual,True,"2 RIVER TERRACE APT 20B, NEW YORK, NY, 10282","2 RIVER TERRACE APT 20B, NEW YORK, NY, 10282",,,,True,ZAHRA ISANI,owner_operator,False,"Global Food Concepts, Llc","Global Food Concepts, Llc | global food",1.000,200.00,"[{""name"": ""GLOBAL FOOD CORP."", ""num"": ""3396915"", ""score"": 166.67}]",2026-05-06T18:37:24.486300+00:00,,New York,,,ZAHRA ISANI,
United Group Retail Llc,,1,Jamba,1,No,NEW YORK,NEW YORK,1,212.349.8395,"185 Greenwich St., #LL5130",,,,,1,UNITED RETAIL INCORPORATED,855415,Active,FOREIGN BUSINESS CORPORATION,07/15/1983,Delaware,,,False,,"365 WEST PASSAIC STREET, ROCHELLE PARK, NJ, 07662",,,,,DAWN ROBERTSON,out_of_state_holdco,False,united retail,united retail,0.667,136.67,,2026-05-06T18:37:24.486300+00:00,,New York,DAWN ROBERTSON,"DAWN ROBERTSON, ROCHELLE PARK, NJ, 07662",,"365 WEST PASSAIC STREET, ROCHELLE PARK, NJ, 07662"
"Laguardia Usa, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,501.295.8097,"LaGuardia Airport - Terminal C, Concourse D",,,,,1,"LAGUARDIA USA, LLC",3197312,Active,DOMESTIC LIMITED LIABILITY COMPANY,04/27/2005,New York,C/O CORPORATION SERVICE COMPANY,,False,"80 STATE STREET, ALBANY, NY, 12207","80 STATE STREET, ALBANY, NY, 12207",,,,True,,service_agent,True,"Laguardia Usa, Llc","Laguardia Usa, Llc",1.000,200.00,,2026-05-06T18:37:24.486300+00:00,,Queens,,,C/O CORPORATION SERVICE COMPANY,
Rainbow Sweet Cravings Llc,,1,Jamba,1,No,NEW YORK,NEW YORK,1,(716) 544-0122,,,,,,1,RAINBOW SWEET CRAVINGS LLC,7521817,Active,DOMESTIC LIMITED LIABILITY COMPANY,01/30/2025,New York,MUHAMMAD SHOAIB,Individual,True,"151 BUFFALO AVE, APT 610, NIAGARA FALLS, NY, 14303","151 BUFFALO AVE, APT 610, NIAGARA FALLS, NY, 14303",,,,True,MUHAMMAD SHOAIB,owner_operator,True,Rainbow Sweet Cravings Llc,Rainbow Sweet Cravings Llc,1.000,200.00,,2026-05-06T18:37:24.486300+00:00,,Niagara,,,MUHAMMAD SHOAIB,
"Surya Brands, Llc",,1,Jamba,1,No,NEW YORK,NEW YORK,1,(832) 385-4012,,,,,,1,"SURYA BRANDS, LLC",7178334,Active,DOMESTIC LIMITED LIABILITY COMPANY,11/08/2023,New York,THE LIMITED LIABILITY COMPANY,,False,"70 LINDEN OAKS, SUITE 300, ROCHESTER, NY, 14625","70 LINDEN OAKS, SUITE 300, ROCHESTER, NY, 14625",,,,True,,service_agent,False,"Surya Brands, Llc","Surya Brands, Llc",1.000,200.00,,2026-05-06T18:37:24.487299+00:00,,Monroe,,,THE LIMITED LIABILITY COMPANY,
"Swati Gupta-Enriquez, Kanupriya Gupta",,1,Jamba,1,No,NEW YORK,NEW YORK,1,(832) 385-4012,,,,,,0,,,,,,,,,,,,,,,,,,,"Swati Gupta-Enriquez, Kanupriya Gupta","Swati Gupta-Enriquez, Kanupriya Gupta",,,,2026-05-06T18:37:24.487299+00:00,,,,,,
"Green Caboose, Llc",,1,Jimmy John's,1,No,NY,NY,1,518-344-4906,155 Wolf Road,,,,,1,GREEN CABOOSE LLC,6335294,Active,DOMESTIC LIMITED LIABILITY COMPANY,11/24/2021,New York,GREEN CABOOSE LLC,,False,"155 WOLF ROAD, ALBANY, NY, 12205","155 WOLF ROAD, ALBANY, NY, 12205",,,,True,,service_agent,False,"Green Caboose, Llc","Green Caboose, Llc",1.000,200.00,,2026-05-06T18:37:24.487299+00:00,,Albany,,,GREEN CABOOSE LLC,
Bronx Melrose Foods Inc.,,1,Jimmy John's,1,No,NY,NY,1,308-378-3905,3225 Third Avenue,,,,,1,BRONX MELROSE FOODS INC.,7546047,Active,DOMESTIC BUSINESS CORPORATION,02/27/2025,New York,SRINIVASA RAO TUMMALAPENTA,Individual,True,"490 ACKERSON AVE, WYCKOFF, NJ, 07481","490 ACKERSON AVE, WYCKOFF, NJ, 07481",,,,True,SRINIVASA RAO TUMMALAPENTA,owner_operator,True,Bronx Melrose Foods Inc.,Bronx Melrose Foods Inc.,1.000,200.00,,2026-05-06T18:37:24.487299+00:00,,Bronx,,,SRINIVASA RAO TUMMALAPENTA,
"Red Caboose 8720, Llc",,1,Jimmy John's,1,No,NY,NY,1,518-464-5616,2080 Western Ave,,,,,1,"RED CABOOSE, LLC",4618040,Active,FOREIGN LIMITED LIABILITY COMPANY,08/06/2014,Michigan,"RED CABOOSE, LLC",,False,"32923 PERTH STREET, LIVONIA, MI, 48154","32923 PERTH STREET, LIVONIA, MI, 48154",,,,True,,out_of_state_holdco,False,red caboose,red caboose,0.667,136.67,,2026-05-06T18:37:24.487299+00:00,,Albany,,,"RED CABOOSE, LLC",
Ark Jj1 Llc,,1,Jimmy John's,1,No,NY,NY,1,607-645-0075,122 N Aurora St,,,,,1,ARK JJ1 LLC,7540451,Active,DOMESTIC LIMITED LIABILITY COMPANY,02/21/2025,New York,ARK JJ1 LLC,,False,"324 WEXFORD LN, HORSEHEADS, NY, 14845","324 WEXFORD LN, HORSEHEADS, NY, 14845",,,,True,,service_agent,False,Ark Jj1 Llc,Ark Jj1 Llc,1.000,200.00,,2026-05-06T18:37:24.487299+00:00,,Chemung,,,ARK JJ1 LLC,
"M&R Concessions, Llc",,1,Jimmy John's,1,No,NY,NY,1,646-450-8644,JFK International Airport - Terminal 8,,,,,1,M & R CONCESSIONS LLC,4446060,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/15/2013,New York,MONISHA SINGLA,Individual,True,"PO BOX 609, Valley Stream, NY, 11582","PO BOX 609, Valley Stream, NY, 11582",,,,True,MONISHA SINGLA,owner_operator,False,"M&R Concessions, Llc","M&R Concessions, Llc | m and r | m and",1.000,200.00,"[{""name"": ""M & R, L.L.C."", ""num"": ""2382439"", ""score"": 175.0}, {""name"": ""M&CO LLC"", ""num"": ""6313627"", ""score"": 150.0}, {""name"": ""M&CO LTD"", ""num"": ""533175"", ""score"": 150.0}, {""name"": ""M & CO., LLC"", ""num"": ""6340158"", ""score"": 120.0}]",2026-05-06T18:37:24.487299+00:00,,Delaware,,,MONISHA SINGLA,
Nyc Gotham Foods Inc.,,1,Jimmy John's,1,No,NY,NY,1,646-368-5906,151 E 125th Street,,,,,1,NYC GOTHAM FOODS INC.,7371300,Active,DOMESTIC BUSINESS CORPORATION,07/11/2024,New York,SRINIVASA RAO TUMMALAPENTA,Individual,True,"490 ACKERSON AVE, WYCKOFF, NJ, 07481","490 ACKERSON AVE, WYCKOFF, NJ, 07481",,,,True,SRINIVASA RAO TUMMALAPENTA,owner_operator,True,Nyc Gotham Foods Inc.,Nyc Gotham Foods Inc.,1.000,200.00,,2026-05-06T18:37:24.487299+00:00,,New York,,,SRINIVASA RAO TUMMALAPENTA,
"Legacy J Qsr, Llc",,1,Jimmy John's,1,No,NY,NY,1,718-954-9092,21021 Northern Boulevard,,,,,1,LEGACY J QSR LLC,6639885,Active,DOMESTIC LIMITED LIABILITY COMPANY,11/10/2022,New York,JOUMANA LOLLOBRIGIDA,Individual,True,"147-12 105th Avenue, Jamaica, NY, 11435","147-12 105th Avenue, Jamaica, NY, 11435",,,,True,JOUMANA LOLLOBRIGIDA,owner_operator,False,"Legacy J Qsr, Llc","Legacy J Qsr, Llc",1.000,200.00,,2026-05-06T18:37:24.487299+00:00,,Queens,,,JOUMANA LOLLOBRIGIDA,
Mcquaid Sandwiches Llc,,1,Jimmy John's,1,No,NY,NY,1,585-494-7827,1635 East Henrietta Road,,,,,1,MCQUAID SANDWICHES LLC,7390926,Active,DOMESTIC LIMITED LIABILITY COMPANY,08/06/2024,New York,Jonathan Garman,Individual,True,"2560 Progress Street, Vista, CA, 92081","2560 Progress Street, Vista, CA, 92081",,,,True,Jonathan Garman,owner_operator,False,Mcquaid Sandwiches Llc,Mcquaid Sandwiches Llc,1.000,200.00,,2026-05-06T18:37:24.488300+00:00,,Monroe,,,Jonathan Garman,
"Carpe Iv, Llc",,1,Jimmy John's,1,No,NY,NY,1,607-304-2380,3951 Vestal Pkwy E,,,,,1,"CARPE IV, LLC",5352834,Active,DOMESTIC LIMITED LIABILITY COMPANY,06/04/2018,New York,MICHAEL BELZ,Individual,True,"70 WOODLAND AVENUE, BINGHAMTON, NY, 13903","70 WOODLAND AVENUE, BINGHAMTON, NY, 13903",,,,True,MICHAEL BELZ,owner_operator,False,"Carpe Iv, Llc","Carpe Iv, Llc",1.000,200.00,,2026-05-06T18:37:24.488300+00:00,,Broome,,,MICHAEL BELZ,
"Lash, James",,1,Jimmy John's,1,No,NY,NY,1,(914) 924-1458,182 Saw Mill River Rd,,,,,0,,,,,,,,,,,,,,,,,,,"Lash, James","Lash, James",,,,2026-05-06T18:37:24.488300+00:00,,,,,,
"Henry, Brendan",,1,Jimmy John's,1,No,NY,NY,1,(631) 872-0457,691 NY 25a,,,,,0,,,,,,,,,,,,,,,,,,,"Henry, Brendan","Henry, Brendan",,,,2026-05-06T18:37:24.488300+00:00,,,,,,
"Polizotto, Jeff",,1,Jimmy John's,1,No,NY,NY,1,(631) 278-1882,223 Smithtown Blvd,,,,,0,,,,,,,,,,,,,,,,,,,"Polizotto, Jeff","Polizotto, Jeff",,,,2026-05-06T18:37:24.488300+00:00,,,,,,
"Patel, Manish",,1,Jimmy John's,1,No,NY,NY,1,(585) 409-0527,614 South Crouse Avenue #200,,,,,0,,,,,,,,,,,,,,,,,,,"Patel, Manish","Patel, Manish",,,,2026-05-06T18:37:24.488300+00:00,,,,,,
