franchisee_name,name_variants,first_name,total_units,brands_operated,brand_count,is_multi_brand,primary_state,all_states,tier,instantly_sequence,messaging_note,apollo_search_hint,apollo_company,apollo_email,apollo_linkedin,apollo_title,restaurant_phone,sample_address,entity_type,classification_method,search_target
Jonathan Lietz,,Jonathan,9,McDonald's,1,No,MA,MA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jonathan Lietz McDonald's franchisee MA,,,,,978-922-1884,40 ENON ST,person,regex,Jonathan Lietz
Lindsay Wallin,,Lindsay,9,McDonald's,1,No,MA,MA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Lindsay Wallin McDonald's franchisee MA,,,,,978-969-1004,230 ELLIOTT ST,person,regex,Lindsay Wallin
Ronald Lydick,,Ronald,9,McDonald's,1,No,ME,ME,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Ronald Lydick McDonald's franchisee ME,,,,,207-761-2817,332 SAINT JOHN ST,person,regex,Ronald Lydick
Shawn Saputo,,Shawn,9,McDonald's,1,No,MI,MI,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Shawn Saputo McDonald's franchisee MI,,,,,989-463-9166,1625 WRIGHT AVE,person,regex,Shawn Saputo
Melissa Kennedy,,Melissa,9,McDonald's,1,No,MN,MN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Melissa Kennedy McDonald's franchisee MN,,,,,763-755-2660,12401 ULYSSES ST NE,person,regex,Melissa Kennedy
Glen P Cook,,Glen,9,McDonald's,1,No,MN,MN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Glen P Cook McDonald's franchisee MN,,,,,218-829-5201,521 W WASHINGTON ST,person,regex,Glen P Cook
Teresa L Mcgeehan,,Teresa,9,McDonald's,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Teresa L Mcgeehan McDonald's franchisee MO,,,,,573-392-1487,401 S AURORA,person,regex,Teresa L Mcgeehan
James W Wagy,,James,9,McDonald's,1,No,MO,MO,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,James W Wagy McDonald's franchisee MO,,,,,816-455-2330,6305 N ANTIOCH RD,person,regex,James W Wagy
Jeffrey H Descher,,Jeffrey,9,McDonald's,1,No,MS,MS,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jeffrey H Descher McDonald's franchisee MS,,,,,228-388-0112,110 EISENHOWER DRIVE,person,regex,Jeffrey H Descher
Jason W Saylor,,Jason,9,McDonald's,1,No,SC,NC | SC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jason W Saylor McDonald's franchisee SC,,,,,704-542-2546,8824 PINEVILLE MATTHEWS RD,person,regex,Jason W Saylor
John R Link,,John,9,McDonald's,1,No,NC,NC,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,John R Link McDonald's franchisee NC,,,,,828-465-1611,717 CONOVER BLVD,person,regex,John R Link
Jessica Quintana,,Jessica,9,McDonald's,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Jessica Quintana McDonald's franchisee NJ,,,,,201-858-9054,537 BROADWAY,person,regex,Jessica Quintana
Anthony J Scari,,Anthony,9,McDonald's,1,No,NJ,NJ | PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Anthony J Scari McDonald's franchisee NJ,,,,,732-801-5855,680 PROMENADE BLVD,person,regex,Anthony J Scari
Patrick Powers,,Patrick,9,McDonald's,1,No,NJ,NJ,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Patrick Powers McDonald's franchisee NJ,,,,,609-893-6992,118 TRENTON RD,person,regex,Patrick Powers
Matthew Cottrell,,Matthew,9,McDonald's,1,No,NJ,NJ | NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Matthew Cottrell McDonald's franchisee NJ,,,,,973-492-0271,1479 ROUTE 23,person,regex,Matthew Cottrell
John Laurino,,John,9,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,John Laurino McDonald's franchisee NY,,,,,718-342-7253,15 JAMAICA AVE,person,regex,John Laurino
Grant D Kemmerer,,Grant,9,McDonald's,1,No,NY,NY,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Grant D Kemmerer McDonald's franchisee NY,,,,,607-733-2303,410-15 N MAIN ST,person,regex,Grant D Kemmerer
Gaetano A Cecchini,,Gaetano,9,McDonald's,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Gaetano A Cecchini McDonald's franchisee OH,,,,,330-874-2444,11123 STATE RTE 212 NE,person,regex,Gaetano A Cecchini
Daniel Jason Bustos,,Daniel,9,McDonald's,1,No,OR,OR | WA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Daniel Jason Bustos McDonald's franchisee OR,,,,,541-386-2268,1049 MARINA WAY,person,regex,Daniel Jason Bustos
Arturo R Alamo,,Arturo,9,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Arturo R Alamo McDonald's franchisee PA,,,,,724-929-8855,845 ROSTRAVER RD,person,regex,Arturo R Alamo
John P Coyle,,John,9,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,John P Coyle McDonald's franchisee PA,,,,,814-265-8546,864 CLARK ST,person,regex,John P Coyle
Michael F Delligatti,,Michael,9,McDonald's,1,No,PA,PA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Michael F Delligatti McDonald's franchisee PA,,,,,724-741-0024,1703 ROUTE 228 CRANBERRY COMMONS,person,regex,Michael F Delligatti
Eric T Cochran,,Eric,9,McDonald's,1,No,TN,TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Eric T Cochran McDonald's franchisee TN,,,,,865-983-8432,211 CALDERWOOD ST,person,regex,Eric T Cochran
Scott D York,,Scott,9,McDonald's,1,No,TN,TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Scott D York McDonald's franchisee TN,,,,,731-658-4889,798 W MARKET ST,person,regex,Scott D York
Joseph P Burger,,Joseph,9,McDonald's,1,No,TN,TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Joseph P Burger McDonald's franchisee TN,,,,,865-584-2536,7030 KINGSTON PIKE,person,regex,Joseph P Burger
Russell W Ellis,,Russell,9,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Russell W Ellis McDonald's franchisee TX,,,,,956-283-1130,1018 FRONTAGE RD,person,regex,Russell W Ellis
Luis R Hernandez,,Luis,9,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Luis R Hernandez McDonald's franchisee TX,,,,,817-472-7273,6230 MATLOCK RD,person,regex,Luis R Hernandez
Ignacio De Leon,,Ignacio,9,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Ignacio De Leon McDonald's franchisee TX,,,,,512-288-0805,7010 HWY 71 W,person,regex,Ignacio De Leon
Lori Blanton,,Lori,9,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Lori Blanton McDonald's franchisee TX,,,,,817-249-2773,8516 HWY 377 S,person,regex,Lori Blanton
Luis Antonio A Acosta,,Luis,9,McDonald's,1,No,TX,TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Luis Antonio A Acosta McDonald's franchisee TX,,,,,210-659-7513,7975 KITTY HAWK ROAD,person,ai,Luis Antonio A Acosta
Mp2 Alaska Llc,,Mp2,9,Pizza Hut,1,No,AK,AK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Mp2 Alaska Llc Pizza Hut franchisee AK,,,,,907/868-0201,2220 Abbott Rd,company,regex,Mp2 Alaska Llc
Ato Foods Llc,,Ato,9,Pizza Hut,1,No,AR,AR | OK | TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Ato Foods Llc Pizza Hut franchisee AR,,,,,870/898-5119,1110 S. Constitution Ave.,company,regex,Ato Foods Llc
"Arkansas Pizza, Inc.",,Arkansas,9,Pizza Hut,1,No,AR,AR | TX,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Arkansas Pizza, Inc. Pizza Hut franchisee AR",,,,,870/734-1351,1516 N. Main Street,company,regex,"Arkansas Pizza, Inc."
"Toh Pizza, Inc.",,Toh,9,Pizza Hut,1,No,OH,IA | OH | OK,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Toh Pizza, Inc. Pizza Hut franchisee OH",,,,,641/569-8265,703 South Market,company,regex,"Toh Pizza, Inc."
"Freeland Enterprises, Inc.",,Freeland,9,Pizza Hut,1,No,IN,IN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Freeland Enterprises, Inc. Pizza Hut franchisee IN",,,,,574/546-5888,419 W. Plymouth,company,regex,"Freeland Enterprises, Inc."
"Northern Ohio Pizza Co., Inc.",,Northern,9,Pizza Hut,1,No,OH,OH,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Northern Ohio Pizza Co., Inc. Pizza Hut franchisee OH",,,,,419/562-0555,1750 E Mansfield St,company,regex,"Northern Ohio Pizza Co., Inc."
Tasty Hut Of Tn Llc,,Tasty,9,Pizza Hut,1,No,TN,TN,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,Tasty Hut Of Tn Llc Pizza Hut franchisee TN,,,,,423/968-9411,2167 Volunteer Pkwy,company,regex,Tasty Hut Of Tn Llc
"Larry H. Miller Theatres, Inc.",,Larry,9,Pizza Hut,1,No,UT,UT,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Larry H. Miller Theatres, Inc. Pizza Hut franchisee UT",,,,,801/397-5105,1078 W Legacy Crossing Blvd,company,regex,"Larry H. Miller Theatres, Inc."
"Pop Star, Inc.",,Pop,9,Popeyes,1,No,CA,CA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Pop Star, Inc. Popeyes franchisee CA",,,,,(661) 833-8188,4360 Gosford Rd,company,regex,"Pop Star, Inc."
"Sbh Foods Plk, Llc",,Sbh,9,Popeyes,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Sbh Foods Plk, Llc Popeyes franchisee GA",,,,,(706) 722-5392,450 Walton Way,company,regex,"Sbh Foods Plk, Llc"
"Jam Equities Of Blairs Ferry, Llc","Jam Equities Of Altoona, Llc / Jam Equities Of Ankeny, Llc / Jam Equities Of Blairs Ferry, Llc / Jam Equities Of Coralville, Llc / Jam Equities Of Dubuque, Llc / Jam Equities Of E Ave, Llc / Jam Equities Of Merle Hay, Llc / Jam Equities Of Se 14Th, Llc / Jam Equities Of Waterloo, Llc",Jam,9,Popeyes,1,No,IA,IA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Jam Equities Of Blairs Ferry, Llc Popeyes franchisee IA",,,,,(515) 967-6313,3831 8th St SW,company,regex,"Jam Equities Of Blairs Ferry, Llc"
"Rmh Illinois, Llc",,Rmh,8,Applebee's,1,No,IL,IL,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Rmh Illinois, Llc Applebee's franchisee IL",,,,,(847) 697-4897,125 South Randall Road,company,regex,"Rmh Illinois, Llc"
"Apple Caribe, Inc.",,Apple,8,Applebee's,1,No,PR,PR,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Apple Caribe, Inc. Applebee's franchisee PR",,,,,787-765-5000,Plaza Las Americas Shopping Center,company,regex,"Apple Caribe, Inc."
"Trickum Ops, Llc",,Trickum,8,Bojangles,1,No,GA,GA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Trickum Ops, Llc Bojangles franchisee GA",,,,,404-346-9959,5628 Fulton Industrial Boulevard,company,regex,"Trickum Ops, Llc"
"Robo, Llc",,"Robo,",8,Bojangles,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Robo, Llc Bojangles franchisee VA",,,,,540-966-1440,5 Kingston Drive,company,regex,"Robo, Llc"
"Belle Enterprises Viii, Inc.","Belle Enterprises I, Inc. / Belle Enterprises Ii, Inc. / Belle Enterprises Iii, Inc. / Belle Enterprises Ix, Inc. / Belle Enterprises V, Inc. / Belle Enterprises Vi, Inc. / Belle Enterprises Vii, Inc. / Belle Enterprises Viii, Inc.",Belle,8,Buffalo Wild Wings,1,No,VA,VA,B,nova_qsr_tier_b,Founder-led. Owner personally reviews candidates. Pain: no bandwidth for structured interviews at scale. Pitch: Nova as their first hire — automates screening so they stay in operations.,"Belle Enterprises Viii, Inc. Buffalo Wild Wings franchisee VA",,,,,434-529-8615,431 Gander Drive,company,regex,"Belle Enterprises Viii, Inc."
